order_id,customer_id,order_timestamp,order_date,city,customer_type,customer_tenure_days,previous_orders,prior_cancellations,email_verified,traffic_source,device_type,session_duration_minutes,pages_viewed,cart_items,product,category,quantity,unit_price,discount_percent,coupon_code,shipping_fee,delivery_distance_km,estimated_delivery_days,payment_method,gross_amount,discount_amount,total_amount,order_status,actual_delivery_days,customer_rating
4278,12166,2025-07-13 00:53:28,2025-07-13,Abuja,Returning,590,2,1,True,Paid Search,Desktop,4.6,8,5,Phone Charger,Electronics,5,10800.0,25,WEEKEND20,1400.0,12.4,3,Bank Transfer,54000.0,13500.0,41900.0,Delivered,3.0,5.0
4279,14405,2025-06-20 03:04:21,2025-06-20,Port Harcourt,New,80,1,0,True,Referral,Desktop,4.3,5,5,Makeup Kit,Beauty & Personal Care,2,32900.0,15,SAVE10,1800.0,21.4,4,Bank Transfer,65800.0,9870.0,57730.0,Cancelled,,
4280,14310,2025-09-09 03:54:50,2025-09-09,Lagos,New,10,0,0,True,Social Media,Mobile,30.0,14,3,Wristwatch,Fashion,2,65500.0,10,WEEKEND20,1800.0,17.6,3,Card,131000.0,13100.0,119700.0,Cancelled,,
4281,13213,2024-12-16 02:16:43,2024-12-16,Abuja,New,13,1,0,True,Organic,Mobile,11.5,9,3,Power Bank,Electronics,1,16300.0,15,SAVE5,1200.0,8.9,3,Wallet,16300.0,2445.0,15055.0,Delivered,5.0,5.0
4282,10530,2025-10-16 14:43:55,2025-10-16,Abuja,Returning,664,1,0,True,Paid Search,Mobile,31.6,11,1,Wristwatch,Fashion,1,64800.0,10,WEEKEND20,1800.0,22.9,3,Card,64800.0,6480.0,60120.0,Delivered,3.0,5.0
4283,13602,2024-05-04 03:31:36,2024-05-04,Ibadan,Returning,663,10,2,True,Organic,Desktop,16.5,10,2,Hoodie,Fashion,2,23100.0,0,,1900.0,24.5,5,Card,46200.0,0.0,48100.0,Delivered,5.0,5.0
4284,12295,2024-11-13 12:13:23,2024-11-13,Ibadan,VIP,1143,11,1,True,Organic,Mobile,26.9,6,4,Smart Watch,Electronics,1,51000.0,0,,2300.0,32.9,4,Cash on Delivery,51000.0,0.0,53300.0,Cancelled,,
4285,13261,2024-03-30 01:27:45,2024-03-30,Kano,VIP,1010,16,2,True,Email,Mobile,13.8,7,2,Backpack,Fashion,2,33400.0,10,MEGA30,1500.0,16.3,4,Card,66800.0,6680.0,61620.0,Cancelled,,
4286,12167,2025-07-14 14:03:53,2025-07-14,Benin City,Returning,351,4,0,True,Email,Mobile,9.9,9,4,Hoodie,Fashion,1,28600.0,10,WEEKEND20,2200.0,31.4,3,Bank Transfer,28600.0,2860.0,27940.0,Delivered,4.0,3.0
4287,13607,2025-06-06 03:11:34,2025-06-06,Ibadan,New,50,1,0,False,Email,Tablet,15.8,8,6,Skincare Set,Beauty & Personal Care,5,26300.0,10,,1400.0,14.3,2,Bank Transfer,131500.0,13150.0,119750.0,Delivered,1.0,5.0
4288,11088,2025-08-12 11:27:32,2025-08-12,Lagos,New,85,1,0,True,Social Media,Mobile,4.9,6,8,Gym Bag,Sports & Fitness,6,21400.0,0,,1600.0,12.5,2,Card,128400.0,0.0,130000.0,Delivered,2.0,4.0
4289,10726,2025-07-12 17:38:11,2025-07-12,Port Harcourt,Returning,590,14,0,False,Social Media,Mobile,9.7,4,4,Yoga Mat,Sports & Fitness,2,13500.0,0,,2000.0,26.2,4,Card,27000.0,0.0,29000.0,Cancelled,,
4290,11100,2024-08-13 11:36:55,2024-08-13,Port Harcourt,New,90,1,0,True,Affiliate,Mobile,14.3,6,3,Wireless Earbuds,Electronics,3,19500.0,15,FLASH15,1700.0,19.8,3,Wallet,58500.0,8775.0,51425.0,Delivered,4.0,5.0
4291,14613,2024-02-19 18:09:28,2024-02-19,Lagos,Returning,73,2,0,True,Email,Desktop,9.3,12,2,Perfume,Beauty & Personal Care,2,35400.0,5,MEGA30,1900.0,18.1,5,Cash on Delivery,70800.0,3540.0,69160.0,Delivered,7.0,5.0
4292,10378,2025-11-10 06:37:32,2025-11-10,Enugu,VIP,1313,29,1,True,Organic,Mobile,11.0,4,3,Air Fryer,Home & Kitchen,3,69500.0,5,MEGA30,2400.0,35.4,3,Card,208500.0,10425.0,200475.0,Delivered,2.0,5.0
4293,11430,2024-12-26 06:00:10,2024-12-26,Lagos,New,30,0,0,False,Social Media,Mobile,4.7,9,6,Phone Charger,Electronics,4,11600.0,10,WEEKEND20,1900.0,19.7,4,Card,46400.0,4640.0,43660.0,Cancelled,,
4294,11713,2024-03-09 23:07:38,2024-03-09,Ilorin,Returning,353,1,0,False,Email,Mobile,15.2,7,3,Sneakers,Fashion,2,43700.0,30,MEGA30,2000.0,27.2,5,Card,87400.0,26220.0,63180.0,Cancelled,,
4295,14183,2025-11-08 16:25:06,2025-11-08,Lagos,Returning,486,2,0,True,Social Media,Mobile,71.7,10,3,Hoodie,Fashion,1,22000.0,25,SAVE10,1900.0,19.9,4,Wallet,22000.0,5500.0,18400.0,Delivered,5.0,4.0
4296,11797,2025-12-27 19:27:29,2025-12-27,Kano,Returning,181,13,0,True,Email,Mobile,18.6,9,3,Backpack,Fashion,1,36500.0,15,WEEKEND20,2100.0,29.4,4,Card,36500.0,5475.0,33125.0,Delivered,3.0,
4297,14467,2024-11-21 15:48:46,2024-11-21,Lagos,Returning,590,3,0,True,Social Media,Mobile,25.6,10,4,Dumbbell Set,Sports & Fitness,2,57600.0,15,SAVE10,1800.0,16.8,4,Card,115200.0,17280.0,99720.0,Delivered,7.0,4.0
4298,14941,2025-07-16 22:28:16,2025-07-16,Enugu,New,15,0,0,True,Social Media,Mobile,13.9,13,3,Running Shoes,Fashion,3,26700.0,10,WEEKEND20,2100.0,28.9,3,Cash on Delivery,80100.0,8010.0,74190.0,Delivered,2.0,5.0
4299,13257,2024-01-27 12:48:45,2024-01-27,Benin City,New,68,0,0,False,Email,Mobile,16.9,4,3,Smart Watch,Electronics,2,52600.0,0,,1800.0,22.1,3,Bank Transfer,105200.0,0.0,107000.0,Delivered,6.0,4.0
4300,11716,2024-03-09 04:20:41,2024-03-09,Lagos,New,29,1,0,True,Email,Mobile,6.8,6,5,Hair Dryer,Beauty & Personal Care,4,25200.0,10,SAVE5,1700.0,14.3,2,Card,100800.0,10080.0,92420.0,Delivered,4.0,4.0
4301,12992,2024-07-21 04:04:34,2024-07-21,Lagos,New,82,0,0,True,Organic,Desktop,22.8,8,3,Hair Dryer,Beauty & Personal Care,2,31800.0,10,FLASH15,1800.0,16.7,5,Card,63600.0,6360.0,59040.0,Delivered,7.0,5.0
4302,13347,2025-04-24 16:53:33,2025-04-24,Ibadan,New,4,1,0,True,Social Media,Mobile,9.7,11,3,Desk Lamp,Home & Kitchen,1,14500.0,10,WEEKEND20,2100.0,29.2,4,Card,14500.0,1450.0,15150.0,Cancelled,,
4303,10546,2024-04-07 12:46:09,2024-04-07,Lagos,New,47,0,0,True,Email,Tablet,5.6,8,2,Storage Rack,Home & Kitchen,2,44000.0,15,MEGA30,2000.0,21.6,6,Card,88000.0,13200.0,76800.0,Delivered,9.0,2.0
4304,14166,2024-01-25 23:38:36,2024-01-25,Lagos,Returning,511,1,0,True,Social Media,Mobile,21.2,8,3,Electric Trimmer,Beauty & Personal Care,1,15900.0,10,WEEKEND20,1700.0,14.0,3,Wallet,15900.0,1590.0,16010.0,Delivered,5.0,5.0
4305,12182,2025-05-03 20:54:58,2025-05-03,Ilorin,New,87,1,0,True,Referral,Desktop,27.8,8,3,Smart Watch,Electronics,1,46900.0,0,,2500.0,37.7,5,Card,46900.0,0.0,49400.0,Delivered,7.0,4.0
4306,14230,2025-07-17 00:09:34,2025-07-17,Ibadan,New,20,1,0,True,Social Media,Desktop,6.0,8,6,Electric Kettle,Home & Kitchen,3,17700.0,15,SAVE5,2100.0,28.6,4,Cash on Delivery,53100.0,7965.0,47235.0,Cancelled,,
4307,13059,2025-06-24 08:44:51,2025-06-24,Lagos,New,4,1,0,True,Organic,Desktop,7.4,8,4,Gym Bag,Sports & Fitness,2,23400.0,10,MEGA30,2300.0,27.1,4,Card,46800.0,4680.0,44420.0,Cancelled,,
4308,14305,2025-08-07 05:34:00,2025-08-07,Port Harcourt,New,41,0,0,True,Affiliate,Desktop,5.3,10,7,Skincare Set,Beauty & Personal Care,4,22800.0,20,SAVE10,1400.0,14.1,3,Bank Transfer,91200.0,18240.0,74360.0,Cancelled,,
4309,10410,2025-08-09 21:13:11,2025-08-09,Lagos,New,56,1,0,True,Organic,Desktop,16.5,9,2,T-Shirt,Fashion,2,8400.0,5,MEGA30,2300.0,28.3,4,Bank Transfer,16800.0,840.0,18260.0,Delivered,5.0,4.0
4310,10213,2025-03-16 08:41:07,2025-03-16,Benin City,New,19,0,0,True,Affiliate,Desktop,20.8,5,5,Dumbbell Set,Sports & Fitness,3,47900.0,20,SAVE5,2000.0,25.9,4,Wallet,143700.0,28740.0,116960.0,Cancelled,,
4311,10558,2025-01-14 16:35:20,2025-01-14,Lagos,Returning,895,8,1,False,Organic,Desktop,10.5,10,3,Bluetooth Speaker,Electronics,2,27100.0,10,MEGA30,2100.0,24.3,4,Wallet,54200.0,5420.0,50880.0,Delivered,6.0,4.0
4312,14373,2025-09-18 08:45:30,2025-09-18,Abuja,New,68,0,0,True,Email,Mobile,,8,3,Blender,Home & Kitchen,3,24000.0,10,WEEKEND20,1600.0,17.4,2,Bank Transfer,72000.0,7200.0,66400.0,Delivered,1.0,5.0
4313,14968,2024-09-11 09:46:49,2024-09-11,Lagos,Returning,331,7,0,True,Email,Mobile,16.0,7,4,Electric Kettle,Home & Kitchen,3,19300.0,10,FLASH15,1800.0,17.5,3,Bank Transfer,57900.0,5790.0,53910.0,Delivered,6.0,4.0
4314,14994,2024-03-12 13:15:51,2024-03-12,Ilorin,Returning,642,12,2,True,Organic,Desktop,13.1,6,5,Laptop Stand,Electronics,2,32900.0,5,SAVE5,2400.0,36.3,5,Card,65800.0,3290.0,64910.0,Delivered,8.0,5.0
4315,11662,2025-07-03 16:26:13,2025-07-03,Lagos,New,8,0,0,True,Paid Search,Desktop,5.5,10,6,Smart Watch,Electronics,4,44800.0,0,,1500.0,9.0,2,Bank Transfer,179200.0,0.0,180700.0,Delivered,3.0,4.0
4316,11322,2024-07-20 16:48:28,2024-07-20,Kano,New,3,0,0,True,Paid Search,Desktop,9.1,5,5,Air Fryer,Home & Kitchen,2,67200.0,0,,2200.0,30.3,4,Wallet,134400.0,0.0,136600.0,Cancelled,,
4317,11749,2025-12-16 13:00:41,2025-12-16,Port Harcourt,Returning,233,5,0,False,Organic,Desktop,6.9,7,3,Power Bank,Electronics,2,21800.0,15,MEGA30,1900.0,23.9,4,Bank Transfer,43600.0,6540.0,38960.0,Delivered,3.0,4.0
4318,14086,2024-10-29 18:19:49,2024-10-29,Benin City,New,58,0,0,True,Email,Tablet,9.9,6,1,Wristwatch,Fashion,1,54800.0,0,,2600.0,39.7,6,Cash on Delivery,54800.0,0.0,57400.0,Cancelled,,
4319,11258,2025-09-14 15:51:19,2025-09-14,Lagos,Returning,676,10,1,True,Referral,Mobile,52.1,19,5,Skincare Set,Beauty & Personal Care,4,23300.0,5,SAVE10,2200.0,24.8,4,Bank Transfer,93200.0,4660.0,90740.0,Delivered,5.0,5.0
4320,12737,2024-02-01 00:52:56,2024-02-01,Benin City,New,61,1,0,True,Affiliate,Mobile,1.9,2,3,Desk Lamp,Home & Kitchen,1,15600.0,10,WEEKEND20,1800.0,22.5,3,Bank Transfer,15600.0,1560.0,15840.0,Delivered,3.0,4.0
4321,13231,2025-04-26 21:32:38,2025-04-26,Ilorin,New,26,0,0,True,Affiliate,Mobile,3.2,6,6,Resistance Bands,Sports & Fitness,4,10000.0,5,SAVE10,2100.0,28.0,5,Bank Transfer,40000.0,2000.0,40100.0,Cancelled,,
4322,11807,2024-11-23 15:30:10,2024-11-23,Lagos,New,33,1,0,True,Paid Search,Mobile,10.7,9,7,Water Bottle,Sports & Fitness,6,7900.0,0,,2300.0,27.0,3,Bank Transfer,47400.0,0.0,49700.0,Delivered,6.0,5.0
4323,12366,2024-12-04 03:53:32,2024-12-04,Lagos,New,75,1,0,True,Email,Mobile,8.9,3,4,Dumbbell Set,Sports & Fitness,2,42400.0,20,SAVE5,1400.0,7.5,3,Bank Transfer,84800.0,16960.0,69240.0,Delivered,4.0,4.0
4324,13326,2024-07-12 20:54:17,2024-07-12,Ilorin,New,20,1,0,False,Affiliate,Mobile,10.3,10,1,Running Shoes,Fashion,1,30300.0,10,SAVE5,2000.0,27.6,4,Cash on Delivery,30300.0,3030.0,29270.0,Cancelled,,
4325,13953,2025-12-10 22:37:13,2025-12-10,Abuja,Returning,105,3,0,True,Email,Mobile,4.0,8,4,Bluetooth Speaker,Electronics,2,29800.0,20,SAVE10,2100.0,29.2,4,Cash on Delivery,59600.0,11920.0,49780.0,Cancelled,,
4326,10949,2024-10-14 02:08:34,2024-10-14,Benin City,New,90,0,0,True,Organic,Tablet,5.5,3,4,Air Fryer,Home & Kitchen,2,76800.0,0,,1700.0,21.1,3,Bank Transfer,153600.0,0.0,155300.0,Delivered,4.0,4.0
4327,12563,2025-09-13 16:49:01,2025-09-13,Benin City,New,44,1,0,True,Social Media,Desktop,8.2,6,2,Yoga Mat,Sports & Fitness,2,16700.0,30,MEGA30,3400.0,58.3,4,Card,33400.0,10020.0,26780.0,Cancelled,,
4328,10772,2024-11-06 18:00:01,2024-11-06,Abuja,New,55,1,0,True,Referral,Mobile,1.4,8,2,Skincare Set,Beauty & Personal Care,1,20100.0,20,SAVE5,2000.0,27.5,3,Card,20100.0,4020.0,18080.0,Delivered,2.0,5.0
4329,10078,2024-02-05 06:57:06,2024-02-05,Lagos,New,88,0,0,True,Social Media,Mobile,15.0,6,5,Perfume,Beauty & Personal Care,4,34000.0,25,MEGA30,1900.0,19.0,2,Bank Transfer,136000.0,34000.0,103900.0,Cancelled,,
4330,13226,2025-10-04 20:23:57,2025-10-04,Abuja,Returning,665,12,1,True,Organic,Mobile,6.7,3,4,Hair Dryer,Beauty & Personal Care,1,27600.0,5,SAVE10,1600.0,17.7,4,Bank Transfer,27600.0,1380.0,27820.0,Delivered,4.0,4.0
4331,12414,2024-05-15 07:33:47,2024-05-15,Ibadan,Returning,464,12,0,True,Affiliate,Mobile,4.7,8,6,Running Shoes,Fashion,3,37100.0,20,WEEKEND20,2000.0,27.7,4,Bank Transfer,111300.0,22260.0,91040.0,Delivered,3.0,3.0
4332,11298,2024-07-16 14:51:42,2024-07-16,Port Harcourt,Returning,580,5,0,True,Social Media,Mobile,23.3,9,5,Electric Kettle,Home & Kitchen,2,18800.0,5,WEEKEND20,1800.0,22.9,4,Bank Transfer,37600.0,1880.0,37520.0,Delivered,6.0,5.0
4333,10276,2025-09-21 11:15:33,2025-09-21,Kano,New,65,0,0,True,Email,Mobile,11.6,8,6,Laptop Stand,Electronics,3,31700.0,0,,1600.0,17.7,3,Wallet,95100.0,0.0,96700.0,Delivered,4.0,4.0
4334,14730,2025-10-15 07:49:45,2025-10-15,Port Harcourt,New,21,1,0,True,Social Media,Mobile,21.2,3,4,Skincare Set,Beauty & Personal Care,2,21100.0,5,,1100.0,6.4,2,Bank Transfer,42200.0,2110.0,41190.0,Delivered,1.0,5.0
4335,14134,2025-11-01 03:32:20,2025-11-01,Benin City,New,27,0,0,True,Paid Search,Mobile,6.2,11,1,Hoodie,Fashion,1,22700.0,0,,2100.0,29.1,4,Cash on Delivery,22700.0,0.0,24800.0,Delivered,4.0,5.0
4336,14677,2024-11-07 09:14:04,2024-11-07,Lagos,Returning,815,14,2,True,Referral,Mobile,9.4,8,5,T-Shirt,Fashion,3,9600.0,15,MEGA30,2200.0,25.2,4,Cash on Delivery,28800.0,4320.0,26680.0,Cancelled,,
4337,10569,2025-07-07 08:19:42,2025-07-07,Abuja,New,63,1,0,False,Paid Search,Desktop,21.3,7,3,Wristwatch,Fashion,1,58200.0,15,SAVE10,2000.0,25.8,5,Bank Transfer,58200.0,8730.0,51470.0,Cancelled,,
4338,10071,2024-08-27 15:03:30,2024-08-27,Lagos,New,35,0,0,True,Paid Search,Mobile,13.1,8,9,Electric Kettle,Home & Kitchen,6,16900.0,0,,2300.0,28.5,4,Bank Transfer,101400.0,0.0,103700.0,Delivered,7.0,5.0
4339,11085,2025-06-25 05:24:59,2025-06-25,Lagos,Returning,604,1,0,True,Paid Search,Mobile,10.2,7,4,Air Fryer,Home & Kitchen,2,65600.0,5,FLASH15,1900.0,18.4,3,Card,131200.0,6560.0,126540.0,Refunded,,
4340,10503,2025-01-02 08:04:16,2025-01-02,Abuja,Returning,644,5,0,True,Social Media,Desktop,19.2,9,7,Football,Sports & Fitness,4,12400.0,0,,1700.0,19.8,4,Bank Transfer,49600.0,0.0,51300.0,Delivered,6.0,4.0
4341,12300,2024-02-07 23:34:16,2024-02-07,Enugu,Returning,256,13,0,True,Social Media,Mobile,7.3,8,6,Football,Sports & Fitness,3,9900.0,15,WEEKEND20,1900.0,25.5,5,Bank Transfer,29700.0,4455.0,27145.0,Delivered,7.0,5.0
4342,13228,2024-11-01 08:53:17,2024-11-01,Abuja,New,82,1,0,False,Paid Search,Mobile,21.3,6,2,Sneakers,Fashion,2,33700.0,25,FLASH15,1700.0,20.1,3,Card,67400.0,16850.0,52250.0,Delivered,3.0,5.0
4343,10976,2024-12-07 21:47:28,2024-12-07,Lagos,Returning,781,10,0,True,Paid Search,Mobile,15.4,6,5,Sneakers,Fashion,2,38100.0,10,FLASH15,1300.0,5.1,2,Bank Transfer,76200.0,7620.0,69880.0,Delivered,5.0,3.0
4344,11984,2024-07-07 03:20:23,2024-07-07,Ibadan,New,45,0,0,True,Paid Search,Desktop,40.3,12,2,Sneakers,Fashion,2,36600.0,10,SAVE5,2300.0,34.3,5,Cash on Delivery,73200.0,7320.0,68180.0,Cancelled,,
4345,12697,2024-09-30 17:41:40,2024-09-30,Kano,VIP,1222,39,1,True,Referral,Desktop,11.5,11,3,Backpack,Fashion,2,31300.0,15,FLASH15,2200.0,31.4,3,Bank Transfer,62600.0,9390.0,55410.0,Delivered,3.0,5.0
4346,11587,2025-01-02 11:00:21,2025-01-02,Port Harcourt,Returning,173,10,1,True,Email,Desktop,14.2,9,4,Electric Trimmer,Beauty & Personal Care,4,17400.0,10,SAVE5,1900.0,24.1,4,Cash on Delivery,69600.0,6960.0,64540.0,Cancelled,,
4347,12304,2024-02-06 07:58:14,2024-02-06,Lagos,New,62,1,0,True,Organic,Desktop,15.7,11,4,Electric Kettle,Home & Kitchen,2,19300.0,25,MEGA30,1900.0,19.8,4,Card,38600.0,9650.0,30850.0,Cancelled,,
4348,12952,2024-04-20 23:12:34,2024-04-20,Abuja,Returning,661,9,0,True,Affiliate,Desktop,23.2,10,6,Laptop Stand,Electronics,4,36800.0,10,SAVE10,2100.0,29.5,5,Card,147200.0,14720.0,134580.0,Delivered,4.0,4.0
4349,14763,2025-07-14 12:26:37,2025-07-14,Lagos,New,4,1,0,True,Affiliate,Mobile,12.8,5,3,Cookware Set,Home & Kitchen,1,81700.0,25,SAVE5,2700.0,36.2,4,Wallet,81700.0,20425.0,63975.0,Refunded,,
4350,11552,2024-09-14 06:15:31,2024-09-14,Abuja,New,15,0,0,True,Affiliate,Desktop,2.9,4,2,Water Bottle,Sports & Fitness,2,6600.0,5,MEGA30,1700.0,19.0,5,Bank Transfer,13200.0,660.0,14240.0,Delivered,4.0,
4351,10442,2025-03-20 17:30:17,2025-03-20,Lagos,Returning,564,5,0,True,Email,Mobile,9.2,12,2,Wireless Earbuds,Electronics,1,17600.0,20,WEEKEND20,1800.0,16.8,3,Card,17600.0,3520.0,15880.0,Delivered,6.0,4.0
4352,14343,2025-02-17 14:13:24,2025-02-17,Ibadan,VIP,858,8,1,True,Paid Search,Desktop,1.2,9,4,Water Bottle,Sports & Fitness,4,8600.0,10,MEGA30,2400.0,35.7,5,Card,34400.0,3440.0,33360.0,Delivered,4.0,5.0
4353,12884,2025-02-06 22:34:25,2025-02-06,Enugu,New,22,1,0,True,Organic,Desktop,25.0,7,5,T-Shirt,Fashion,2,9000.0,15,SAVE10,1600.0,18.2,2,Cash on Delivery,18000.0,2700.0,16900.0,Delivered,4.0,5.0
4354,12361,2024-10-29 04:50:02,2024-10-29,Lagos,VIP,1334,13,2,True,Paid Search,Desktop,8.5,4,5,Hoodie,Fashion,4,26700.0,10,SAVE5,1800.0,16.7,3,Bank Transfer,106800.0,10680.0,97920.0,Delivered,5.0,4.0
4355,13602,2024-12-19 07:16:43,2024-12-19,Lagos,Returning,61,12,1,True,Organic,Mobile,11.3,8,2,Hoodie,Fashion,1,27700.0,10,FLASH15,1600.0,12.9,3,Bank Transfer,27700.0,2770.0,26530.0,Cancelled,,
4356,14906,2025-08-25 06:43:05,2025-08-25,Enugu,New,57,1,0,True,Paid Search,Desktop,11.6,6,3,Smart Watch,Electronics,1,47200.0,10,SAVE5,1300.0,10.4,4,Bank Transfer,47200.0,4720.0,43780.0,Delivered,7.0,3.0
4357,10639,2025-12-06 10:49:59,2025-12-06,Ibadan,New,60,0,0,True,Social Media,Desktop,10.3,9,5,Laptop Stand,Electronics,5,38300.0,20,WEEKEND20,2100.0,29.6,6,Card,191500.0,38300.0,155300.0,Refunded,,
4358,14304,2024-07-06 15:55:35,2024-07-06,Kano,Returning,857,7,1,True,Email,Mobile,6.8,5,4,Power Bank,Electronics,3,22000.0,10,MEGA30,2200.0,32.1,4,Card,66000.0,6600.0,61600.0,Delivered,4.0,4.0
4359,13183,2025-05-04 09:15:17,2025-05-04,Enugu,Returning,857,12,0,True,Social Media,Tablet,21.0,10,3,Smart Watch,Electronics,1,47200.0,10,FLASH15,1800.0,22.9,4,Cash on Delivery,47200.0,4720.0,44280.0,Cancelled,,
4360,12927,2025-12-09 21:40:20,2025-12-09,Ibadan,New,44,0,0,True,Social Media,Mobile,8.4,14,2,Air Fryer,Home & Kitchen,2,66500.0,20,SAVE10,2700.0,41.4,5,Bank Transfer,133000.0,26600.0,109100.0,Delivered,4.0,5.0
4361,14322,2024-01-06 13:03:32,2024-01-06,Kano,New,83,1,0,True,Social Media,Desktop,10.2,11,4,Laptop Stand,Electronics,3,30400.0,5,SAVE5,1500.0,15.3,4,Bank Transfer,91200.0,4560.0,88140.0,Cancelled,,
4362,11521,2025-07-27 15:09:46,2025-07-27,Abuja,New,37,1,0,True,Organic,Desktop,19.3,6,6,Power Bank,Electronics,3,21500.0,0,,1700.0,21.0,3,Card,64500.0,0.0,66200.0,Cancelled,,
4363,13938,2024-12-29 04:13:34,2024-12-29,Ilorin,New,6,1,0,False,Referral,Mobile,19.6,7,3,Storage Rack,Home & Kitchen,1,36100.0,20,FLASH15,1500.0,14.9,4,Card,36100.0,7220.0,30380.0,Delivered,5.0,4.0
4364,12853,2025-12-08 07:27:06,2025-12-08,Kano,VIP,338,29,0,True,Organic,Mobile,12.1,7,7,Blender,Home & Kitchen,4,29800.0,0,,1500.0,15.3,2,Wallet,119200.0,0.0,120700.0,Delivered,5.0,4.0
4365,14676,2025-02-26 17:07:31,2025-02-26,Lagos,Returning,400,8,0,True,Organic,Mobile,2.7,10,3,Storage Rack,Home & Kitchen,2,42900.0,5,MEGA30,2100.0,24.1,4,Card,85800.0,4290.0,83610.0,Delivered,7.0,
4366,12339,2025-09-04 16:16:02,2025-09-04,Ibadan,New,20,1,0,False,Paid Search,Mobile,4.9,3,4,Electric Kettle,Home & Kitchen,2,19800.0,0,,1900.0,25.5,4,Wallet,39600.0,0.0,41500.0,Cancelled,,
4367,13603,2024-05-01 08:33:32,2024-05-01,Lagos,VIP,1459,15,0,True,Referral,Mobile,22.9,5,8,Water Bottle,Sports & Fitness,5,6200.0,0,,2100.0,22.8,2,Bank Transfer,31000.0,0.0,33100.0,Cancelled,,
4368,12487,2024-04-13 21:04:16,2024-04-13,Port Harcourt,Returning,744,6,1,True,Organic,Mobile,6.5,6,3,Bluetooth Speaker,Electronics,2,28300.0,0,,1600.0,18.4,4,Bank Transfer,56600.0,0.0,58200.0,Delivered,3.0,4.0
4369,11970,2025-11-08 07:55:07,2025-11-08,Lagos,Returning,157,3,0,True,Organic,Desktop,18.2,8,4,Electric Trimmer,Beauty & Personal Care,3,18200.0,20,WEEKEND20,1600.0,12.4,2,Bank Transfer,54600.0,10920.0,45280.0,Refunded,,
4370,11878,2025-01-19 20:12:56,2025-01-19,Ibadan,Returning,362,11,1,True,Referral,Mobile,4.9,9,1,Backpack,Fashion,1,36700.0,10,WEEKEND20,1400.0,12.6,3,Wallet,36700.0,3670.0,34430.0,Delivered,5.0,5.0
4371,14603,2025-02-12 03:33:38,2025-02-12,Abuja,Returning,844,8,0,True,Organic,Mobile,19.6,10,2,Dumbbell Set,Sports & Fitness,1,44100.0,5,SAVE5,1900.0,23.9,4,Bank Transfer,44100.0,2205.0,43795.0,Delivered,3.0,4.0
4372,14190,2024-05-04 06:06:11,2024-05-04,Port Harcourt,Returning,562,14,2,True,Organic,Mobile,3.6,2,2,Phone Charger,Electronics,2,11400.0,0,,1700.0,19.4,4,Bank Transfer,22800.0,0.0,24500.0,Delivered,5.0,5.0
4373,11127,2024-06-14 17:45:18,2024-06-14,Ibadan,VIP,937,14,0,True,Email,Mobile,8.3,3,4,Dumbbell Set,Sports & Fitness,2,45100.0,20,SAVE10,2700.0,42.8,5,Wallet,90200.0,18040.0,74860.0,Delivered,5.0,5.0
4374,14329,2025-08-21 02:58:49,2025-08-21,Lagos,Returning,239,13,1,True,Organic,Tablet,15.1,12,3,Football,Sports & Fitness,3,14200.0,0,,1600.0,11.5,4,Card,42600.0,0.0,44200.0,Delivered,6.0,5.0
4375,12919,2024-08-09 17:36:23,2024-08-09,Abuja,Returning,339,13,3,True,Organic,Mobile,7.4,8,5,Laptop Stand,Electronics,3,38100.0,0,,1600.0,18.6,4,Card,114300.0,0.0,115900.0,Cancelled,,
4376,10521,2025-03-03 00:32:26,2025-03-03,Port Harcourt,Returning,670,3,0,False,Organic,Mobile,15.1,6,6,Hoodie,Fashion,3,26700.0,0,,1600.0,18.5,4,Wallet,80100.0,0.0,81700.0,Delivered,4.0,5.0
4377,13829,2024-08-19 09:16:05,2024-08-19,Ibadan,New,87,0,0,True,Paid Search,Mobile,5.2,6,3,Smart Watch,Electronics,2,44000.0,0,,2200.0,30.4,4,Bank Transfer,88000.0,0.0,90200.0,Cancelled,,
4378,10812,2024-07-11 13:57:16,2024-07-11,Enugu,New,69,0,0,True,Organic,Mobile,12.2,3,3,Power Bank,Electronics,3,21500.0,25,MEGA30,2000.0,25.6,4,Bank Transfer,64500.0,16125.0,50375.0,Cancelled,,
4379,14362,2024-05-01 08:39:46,2024-05-01,Abuja,New,43,0,0,True,Social Media,Mobile,8.9,3,5,Sneakers,Fashion,2,46400.0,10,SAVE5,2000.0,26.1,4,Card,92800.0,9280.0,85520.0,Cancelled,,
4380,12273,2025-11-10 12:53:02,2025-11-10,Ibadan,New,10,0,0,True,Referral,Mobile,14.6,5,2,Electric Kettle,Home & Kitchen,1,17300.0,0,,2000.0,26.3,3,Card,17300.0,0.0,19300.0,Cancelled,,
4381,14583,2025-11-18 04:27:20,2025-11-18,Enugu,Returning,797,9,0,True,Social Media,Mobile,8.2,6,3,Sneakers,Fashion,1,38100.0,15,SAVE5,2100.0,29.0,4,Wallet,38100.0,5715.0,34485.0,Delivered,7.0,4.0
4382,12416,2024-03-25 04:49:26,2024-03-25,Kano,New,57,1,0,True,Referral,Desktop,6.3,6,2,Backpack,Fashion,2,25400.0,10,FLASH15,1200.0,9.9,3,Bank Transfer,50800.0,5080.0,46920.0,Delivered,5.0,4.0
